tulo/meno,momenttitaso,momenttinumerot,linkki,1.momentti,2.momentti,3.momentti,nimi,poistettava momentti,numero,Lib budjetti,Leikattavaa momentista,Liikennevalo,Perustelu,suhdeluku leikkauksiin,Leikkausten kategorisointi
meno,3,32.01.41.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/41/41.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,41. Erityisavustus Teknologian tutkimuskeskus VTT Oy:n tutkimusinfrastruktuuriin (arviomääräraha),41. Erityisavustus Teknologian tutkimuskeskus VTT Oy:n tutkimusinfrastruktuuriin (arviomääräraha),,67 621 000,0,−67 621 000,Leikataan / Tehoton,"VTT:lle suunnattu erityisavustus kvanttitietokoneen hankintaan ja puhdastilainfrastruktuuriin. Soveltava tutkimus ei ole valtion ydintehtävä, eikä verovaroja tule suunnata VTT:n toiminnan tukemiseen vaan tutkimuskeskuksen tulee hoitaa rahoituksensa tutkimuspalveluita myymällä. Kvanttinova-Micronova pilotointiympäristön tulee pyrkiä VTT:llä kustannusvastaavuuteen käyttömenojen osalta ja investoinnin kuolettamiseksi.","−100,00%",
meno,3,32.01.49.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/49/49.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,49. Valtionavustus Teknologian tutkimuskeskus VTT Oy:n toimintaan (siirtomääräraha 2 v),49. Valtionavustus Teknologian tutkimuskeskus VTT Oy:n toimintaan (siirtomääräraha 2&nbsp;v),,125 114 000,0,−125 114 000,Leikataan / Tehoton,"VTT:lle suunnattu valtionavustus. Soveltava tutkimus ei ole valtion ydintehtävä, eikä verovaroja tule suunnata VTT:n toiminnan tukemiseen vaan tutkimuskeskuksen tulee hoitaa rahoituksensä tutkimuspalveluita myymällä. VTT tulee yksityistää.","−100,00%",
meno,3,32.01.51.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/51/51.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,51. Valtion osuus merimiespalvelutoiminnasta (arviomääräraha),51. Valtion osuus merimiespalvelutoiminnasta (arviomääräraha),,1 500 000,0,−1 500 000,Leikataan / Tehoton,Hallitus oikeasuuntaisesti vähentämässä palvelutoimintamuotoista yritystukea varustamoille. Liberaalipuolue lakkauttaisi myös varustamoille maksettavan 50 % matkakustannukset ,"−100,00%",
meno,3,32.01.53.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/53/53.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,53. Matkustajien paluukuljetukset ja korvaukset (siirtomääräraha 3 v),53. Matkustajien paluukuljetukset ja korvaukset (siirtomääräraha 3&nbsp;v),,400 000,0,−400 000,Leikataan / Tehoton,"Momentilta kustannetaan paluukuljetuksia matkustajille tapauksissa, joissa matkapalveluntarjoaja on maksukyvytön. Leikataan kokonaisuudessaan, sillä valtion ei tule toimia vakuutusyhtiönä tällaisten rajatapausten varalta vaan matkanjärjestäjän ja matkustajan itsensä tulee huolehtia asianmukaisista vakuutuksista.","−100,00%",
meno,3,32.01.66.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/66/66.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,66. Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2 v),66. Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet (siirtomääräraha 2&nbsp;v),,19 834 000,19 834 000,0,Tärkeä / Tehokas,"Suomen tulisi ajaa toiminnan tehostamista ja menojen karsimista kaikissa niissä kansainvälisissä järjestöissä, joissa se on jäsenenä.","0,00%",
meno,3,32.01.95.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/01/95/95.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),01. Hallinto,95. Eräät oikeudenkäyntikulut ja korvaukset (arviomääräraha),95. Eräät oikeudenkäyntikulut ja korvaukset (arviomääräraha),,50 000,50 000,0,Tärkeä / Tehokas,"Oikeudenkäyntikuluja, säilytetään ennallaan. Erinäisten virastojen vastapuolelle maksettavaksi tuomittuja oikeudenkäyntikuluja.","0,00%",
meno,2,32.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/20.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,,20. Uudistuminen ja vähähiilisyys,,1 571 092 000,219 570 000,−1 351 522 000,Leikataan / Tehoton,,"−86,02%",Yritystuet
meno,3,32.20.20.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/20/20.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,20. Energiatehokkuuden ja uusiutuvan energian käytön edistäminen (siirtomääräraha 3 v),20. Energiatehokkuuden ja uusiutuvan energian käytön edistäminen (siirtomääräraha 3&nbsp;v),,3 400 000,0,−3 400 000,Leikataan / Tehoton,"Energiatehokkuuden ja uusiutuvien energianlähteiden edistämis- ja kehittämishankkeita sekä neuvontatoimintaa. Momentti leikataan kokonaisuudessaan, sillä erinäiset kehittämis- ja neuvontahankeet ovat tehoton tapa vaikuttaa kuluttajien energiakäyttöä koskeviin tottumuksiin. Hintamekanismin avulla sekä haittaverotukseen siirtymällä kyetään ohjaamaan kuluttajien valintoja taloudellisen insentiivin kautta suoraan, eikä valtiollisen välikäden kautta.","−100,00%",
meno,3,32.20.40.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/40/40.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,"40. Tutkimus-, kehittämis- ja innovaatiotoiminnan tukeminen (arviomääräraha)","40. Tutkimus-, kehittämis- ja innovaatiotoiminnan tukeminen (arviomääräraha)",,669 464 000,0,−669 464 000,Leikataan / Tehoton,"Valtion ei tule jakaa vastikkeettomia yritystukia, jotka vääristävät kilpailua ja siirtävät kustannusriskin veronmaksajalle. Veturiyrityksiä tuetaan 21,889 miljoonalla, joka kohdentuu isoimpiin korporaatioihin. Toisaalta 1,3 miljoonaa annetaan myös ""Innovatiivisille kasvuyrityksille"". Liberaalipuolueen näkemyksen mukaan yksityiset rahoitusmarkkinat ovat tehokkaampi ja reilumpi tapa ohjata resursseja kannattaviin hankkeisiin, eikä valtiota tarvita valitsemaan voittajia kilpailuilla markkinoilla.","−100,00%",
meno,3,32.20.41.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/41/41.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,41. Energiatuki (arviomääräraha),41. Energiatuki (arviomääräraha),,276 713 000,0,−276 713 000,Leikataan / Tehoton,"Uusiutuvien energiantuotantomuotojen käytön ja tuotannon sekä biopolttoaineiden tuotantoon liittyvien investointien ja hankkeiden tukemiseen varattu määräraha. Tuki leikataan kokonaisuudessaan, sillä valtion tulee kohdella energiantuotantoa teknologianeutraalisti ja ohjata markkinoita esimerkiksi haittaverotuksella. Tuet hidastavat vihreää siirtymää, sillä tukia jäädään odottamaan eikä ryhdytä itse heti tekemään hyödyllisiä investointeja. Kannattaviin investointeihin löytyy yksityistä valtiosta riippumatonta pääomaa.","−100,00%",
meno,3,32.20.42.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/42poistettava/42poistettava.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,42. Puhtaan energian Suomen -kärkihankkeet (arviomääräraha),42. Puhtaan energian Suomen -kärkihankkeet (arviomääräraha),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,"Valtion ei kuulu ottaa takausriskiä yritystoiminnasta ja hallitus onkin poistamassa tätä momenttia. Hiilinielujen markkinoita voidaan synnyttää ilman yritystukiakin, kepin avulla.","0,00%",
meno,3,32.20.43.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/43/43.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,43. Energiaintensiivisen teollisuuden sähköistämistuki (arviomääräraha),43. Energiaintensiivisen teollisuuden sähköistämistuki (arviomääräraha),,150 000 000,0,−150 000 000,Leikataan / Tehoton,"Yritystuki, joka on tehty nollaamaan täysin päästökaupan tehokkaan investointeja ohjaavan mekanismin tehottomalla valtion jakelemalla tukirahalla.","−100,00%",
meno,3,32.20.44.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/44/44.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,44. Suomen elpymis- ja palautumisvälineen mukainen investointituki vähähiilisen vedyn ja hiilidioksidin talteenoton ja hyödyntämisen edistämiseen (arviomääräraha),44. Suomen elpymis- ja palautumisvälineen mukainen investointituki vähähiilisen vedyn ja hiilidioksidin talteenoton ja hyödyntämisen edistämiseen (arviomääräraha),,55 354 000,0,−55 354 000,Leikataan / Tehoton,"Hiilinielujen markkinoita voidaan synnyttää ilman yritystukiakin, kepin avulla. Vedylle täytyy löytyä markkinat ilman valtion tukeakin. Momentti poistetaan kokonaisuudessaan.","−100,00%",
meno,3,32.20.46.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/46/46.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,46. Laivanrakennuksen innovaatiotuki (arviomääräraha),46. Laivanrakennuksen innovaatiotuki (arviomääräraha),,20 900 000,0,−20 900 000,Leikataan / Tehoton,"Laivanrakennusyrityksille suunnattu, innovaatiotueksi maskeerattu yritystuki. Leikataan täysimääräisesti, toimialalle ei tule kohdentaa erillisiä tukimuotoja tuotantomenetelmien innovointiin. Veronmaksajien sijaan yritysten tulee itse rahoittaa TKI-investoinnit.","−100,00%",
meno,3,32.20.47.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/47/47.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,47. Julkisen liikennesähkön ja -kaasun lataus- ja tankkausinfrastruktuurin edistäminen (arviomääräraha),47. Julkisen liikennesähkön ja -kaasun lataus- ja tankkausinfrastruktuurin edistäminen (arviomääräraha),,8 000 000,0,−8 000 000,Leikataan / Tehoton,"Momentti leikataan kokonaisuudessaan, sillä lataus- ja tankkausasemien rakentaminen tapahtuu jo nyt markkinaehtoisesti. Maakuntien vastuulla on toteuttaa omaa paikallisliikenteen visiotaan ja kilpailuttaa tarvittavat latausasemat ilman erillistä valtionapua. Korvamerkitty tukimuoto voi jopa nostaa kustannuksia, sillä rahoituksen saaminen on taattu.","−100,00%",
meno,3,32.20.48.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/48/48.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,48. Uusiutuvan energian tuotantotuki (arviomääräraha),48. Uusiutuvan energian tuotantotuki (arviomääräraha),,239 531 000,219 570 000,−19 961 000,Liikkumavaraa,"Uusiutuvalle energialle kohdennettu tuotantotuki, jonka määrä riippuu sähkön markkinahinnasta. Tukea maksetaan sähkön tuottajalle enintään 12 vuoden ajan, momentti poistuu ajan myötä itsestään kunhan luopumispäätös tehdään. Momentti pohjautuu tehtyihin sopimuksiin, joita ei valtio voi rikkoa. Momentti poistuu 2037 kokonaan kun 12 vuoden määräaika on kulunut viimeisestä myöntövuodesta. Liberaalipuolue aloittaisi luopumisen siirtymäajan 2026 ja leikkaa momenttia siten 1/12 osan nykytasosta 2037 vuoteen asti.","−8,33%",
meno,3,32.20.49.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/49poistettava/49poistettava.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,49. InvestEU-ohjelman kansallinen rahoitusosuus (arviomääräraha),49. InvestEU-ohjelman kansallinen rahoitusosuus (arviomääräraha),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,Aiemmin vastaava momentti on ollut Ympäristöministeriön alla. Silloinkaan taloyhtiöiden energiatehokkuushankkeet eivät Liberaalipuolueen mukaan kuuluneet valtion kautta kierrätettäväksi.,"0,00%",
meno,3,32.20.83.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/83/83.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,83. Lainat tutkimus- ja innovaatiotoimintaan (arviomääräraha),83. Lainat tutkimus- ja innovaatiotoimintaan (arviomääräraha),,147 730 000,0,−147 730 000,Leikataan / Tehoton,Yritysten ja yhteisöjen TKI-hankkeisiin myönnettävien lainojen valtiontakauksia. Valtion ei tule puuttua elinkeinoelämään ja siirtää TKI-investointien rahoitusriskiä veronmaksajien harteille. Yksityiset rahoitusmarkkinat tekevät tämän tehokkaammin ja reilummin.,"−100,00%",
meno,3,32.20.87.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/20/87poistettava/87poistettava.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),20. Uudistuminen ja vähähiilisyys,87. Pääomalainat teollisuuden uudistumiseen ja yritysvetoisten liiketoimintaekosysteemien kehittämiseen (arviomääräraha),87. Pääomalainat teollisuuden uudistumiseen ja yritysvetoisten liiketoimintaekosysteemien kehittämiseen (arviomääräraha),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,"Poistuva momentti hallituksen esityksessäkin. Pääomalainoja teollisuuden liiketoimintaekosysteemien tukemiseen. Kuten suorat tuet, teollisuuden lainoittaminen ei kuulu valtion tehtäviin vaan rahoitus tulee järjestää yksityisesti.","0,00%",
meno,2,32.30.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/30.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,,30. Työllisyys ja yrittäjyys,,639 388 000,33 460 000,−605 928 000,Leikataan / Tehoton,,"−94,77%",Yritystuet
meno,3,32.30.32.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/32poistettava/32poistettava.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,32. Valtionavustus kunnille Ohjaamoiden monialaisuuden vahvistamiseen (siirtomääräraha 2 v),32. Valtionavustus kunnille Ohjaamoiden monialaisuuden vahvistamiseen (siirtomääräraha 2&nbsp;v),poistettava momentti hallituksen esityksessä,0,0,0,Leikataan / Tehoton,Poistuu hallituksen esityksessä 2025.,"0,00%",
meno,3,32.30.38.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/38/38.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,38. Ansioturvaan liittyvien työttömyysturvatehtävien ja ulkomaisen työvoiman käyttöä koskevan alueellisen linjauksen laadintaan liittyvien tehtävien hoitaminen Ahvenanmaan maakunnassa (siirtomääräraha 2 v),38. Ansioturvaan liittyvien työttömyysturvatehtävien ja ulkomaisen työvoiman käyttöä koskevan alueellisen linjauksen laadintaan liittyvien tehtävien hoitaminen Ahvenanmaan maakunnassa (siirtomääräraha 2&nbsp;v),,30 000,0,−30 000,Leikataan / Tehoton,Ahvenanmaan itsehallinnon mukaisesti myös kustannukset hallinnosta on katettava omalla verotuksella.,"−100,00%",
meno,3,32.30.40.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/40/40.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,40. Alueiden kestävän kasvun ja elinvoiman tukeminen (siirtomääräraha 3 v),40. Alueiden kestävän kasvun ja elinvoiman tukeminen (siirtomääräraha 3&nbsp;v),,6 221 000,0,−6 221 000,Leikataan / Tehoton,Alueelliseen kehittämisen ja vetovoimatekijöiden varjolla käytetyt verovarat ovat pois aidosti tuottavasta taloudesta. Nämä hankkeet kuuluvat paikallisten kuntien ja alueiden vastuulle. Jos näitä varoja käytettäisi Saimaan kanavaa korvaavan sisävesikanavien rakentamiseen voisi valtio näihin osallistua infrastruktuurin rakentamisena.,"−100,00%",
meno,3,32.30.42.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/42/42.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,42. Yritysten kehittämishankkeiden tukeminen (arviomääräraha),42. Yritysten kehittämishankkeiden tukeminen (arviomääräraha),,4 000 000,0,−4 000 000,Leikataan / Tehoton,"Yritysten kasvuohjelmien tukemiseen sekä muihin kehittämisohjelmiin varattu määräraha. Momentti leikataan kokonaisuudessaan, sillä vastikkeettoman yritystuen jakaminen ei ole tehokas keino vauhdittaa talouden elpymistä. Yksittäisten kehittämishankkeiden tosiasiallisia vaikutuksia on miltei mahdotonta selvittää luotettavasti, eikä rahoitusriskin siirtäminen veronmaksajan vastuulle ole perusteltua.","−100,00%",
meno,3,32.30.44.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/44/44.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,44. Alueellinen kuljetustuki (siirtomääräraha 3 v),44. Alueellinen kuljetustuki (siirtomääräraha 3&nbsp;v),,3 700 000,0,−3 700 000,Leikataan / Tehoton,"Syrjäisillä seuduilla toimivien yritysten kuljetusmaksujen kompensointiin tarkoitettu tuki. Leikataan kokonaisuudessaan, sillä valtion ei tule keinotekoisesti ylläpitää liiketoimintaa seuduilla, joilla toiminta ei ole kannattavaa. Kuljetustuki lisää yritysten tukiriippuvuutta, eikä investointina tuota mitään.","−100,00%",
meno,3,32.30.46.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/46/46.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,46. Pk-yritysten tutkimus- ja kehittämistoiminnan vahvistaminen (arviomääräraha),46. Pk-yritysten tutkimus- ja kehittämistoiminnan vahvistaminen (arviomääräraha),,2 400 000,0,−2 400 000,Leikataan / Tehoton,"Yritystukien jakaminen edes tutkimus- ja kehittämistoiminnalle ei ole kannattavaa, koska se auheuttaa byrokratian kautta kynnyksen yrityksille, sekä hukkaa resursseja myös valtion hallinnossa. Yritysten kannattaa tehdä tuotekehitystä ilman valtion rahaa kun markkinat ovat tarpeeksi kilpailulliset. Mikäli toimintaa haluttaisi tukea, tulisi tutkimus- ja tuotekehityskulut huomioida yrityksen verotuksessa siihen kannustavasti.","−100,00%",
meno,3,32.30.52.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/52/52.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,52. Palkkaturva (arviomääräraha),52. Palkkaturva (arviomääräraha),,33 460 000,33 460 000,0,Tärkeä / Tehokas,"Palkkaturvalakien mukaisten menojen maksamiseen tarkoitettu momentti, joka säilytetään täysimääräisenä. Yrittäjäriskin kantaminen ei kuulu työntekijälle, joten on perusteltua, että valtio kompensoi työntekijän saamatta jääneet palkkatulot yrityksen joutuessa maksukyvyttömäksi.","0,00%",
meno,3,32.30.64.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/64/64.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,64. EU:n ja valtion rahoitusosuus EU:n alue- ja rakennepolitiikan ja muihin koheesiopolitiikan ohjelmiin (arviomääräraha),64. EU:n ja valtion rahoitusosuus EU:n alue- ja rakennepolitiikan ja muihin koheesiopolitiikan ohjelmiin (arviomääräraha),,583 577 000,0,−583 577 000,Leikataan / Tehoton,"Yritystuet ovat puuttumista siihen miten taloudelliset resurssit ohjautuvat, eikä se ole valtion tehtävä. Asiaa ei muuta se, että osa rahasta on EU:n kautta kierrätettyä verorahaa. Suomen tulee silti kieltäytyä tämän käyttämisestä tehottomiin yritystukiin ja antaa vapaiden markkinoiden kohdentaa työpanokset ja resurssit tehokkaasti. Alueellinen perusta yritystukien jakamisessa hukkaa resursseja ja laskee työn tuottavuutta. Myös julkinen sektori on paisunut 250 henkilötyövuotta pelkästään tämän momentin vuoksi.","−100,00%",
meno,3,32.30.95.,https://budjetti.vm.fi/indox/sisalto.jsp?year=2026&lang=fi&maindoc=/2026/tae/hallituksenEsitys/hallituksenEsitys.xml&id=/2026/tae/hallituksenEsitys/YksityiskohtaisetPerustelut/32/30/95/95.html,32. MARKKINA- JA KILPAILUMINISTERIÖ HALLINNONALA (entinen TYÖ- JA ELINKEINOMINISTERIÖ),30. Työllisyys ja yrittäjyys,95. Vaikuttavuusinvestointien tuotonmaksu (arviomääräraha),95. Vaikuttavuusinvestointien tuotonmaksu (arviomääräraha),,6 000 000,0,−6 000 000,Liikkumavaraa,"Momentilta maksetaan tulosperusteisen työllisyyden ja kotouttamisen investointihankkeiden tuottoja hankkeisiin sijoittaneille yksityisille tahoille. Momentti leikataan kokonaisuudessaan, sillä työmarkkinoita tulee uudistaa siten, että useampi pystyy osallistumaan työmarkkinoille ilman erillisiä insentiivejä ja aktivointeja.","−100,00%",
