series_id,year,period,value,unit,period_basis,source_id,source_url,source_table_title
gdp_current_prices_meur,2021,2021,248764.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2022,2022,266135.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2023,2023,273005.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2024,2024,276151.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_current_prices_meur,2025,2025,281674.0,MEUR,calendar_year_flow_current_prices,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_price_index_2015_100,1998,1998,75.2,INDEX_2015_100,calendar_year_price_index,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_price_index_2015_100,1999,1999,75.9,INDEX_2015_100,calendar_year_price_index,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_price_index_2015_100,2000,2000,77.2,INDEX_2015_100,calendar_year_price_index,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_price_index_2015_100,2001,2001,79.7,INDEX_2015_100,calendar_year_price_index,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
gdp_price_index_2015_100,2002,2002,80.5,INDEX_2015_100,calendar_year_price_index,statfin_national_accounts_15a9,https://pxdata.stat.fi/PxWeb/api/v1/fi/StatFin/ntp/15a9.px,"ANA Bruttokansantuote ja -tulo sekä tarjonta ja kysyntä, vuosittain muuttujina Taloustoimi, Vuosi ja Tiedot"
